Sample	Chromosome	Total_bases	Mean_depth	Percent_5x	Percent_8x	Percent_10x	Percent_12x	Percent_15x
8035	NC_010959.1	16785	173.6217	91.0754	88.8353	88.0131	87.6735	86.8097
8035	NC_060173.1	121242117	8.3400	43.5751	33.1777	26.3004	20.1801	13.0941
8035	NC_060174.1	112602575	8.9888	45.8056	35.0997	27.9471	21.5153	14.0234
8035	NC_060175.1	109001000	8.5505	44.0003	33.7042	26.8487	20.6850	13.4856
8035	NC_060176.1	86901846	9.0353	46.5189	36.1091	29.2367	23.0213	15.6045
8035	NC_060177.1	97899794	8.5784	41.1193	31.3678	25.1544	19.6638	13.2263
8035	NC_060178.1	107529014	8.1812	43.2431	32.8807	26.0472	19.9864	12.9990
8035	NC_060179.1	89516582	8.1280	41.6518	31.6253	25.0670	19.2250	12.4526
8035	NC_060180.1	79710677	9.0750	46.6474	36.0057	28.8429	22.3390	14.6578
8035	NC_060181.1	100203093	7.9648	40.2178	30.4936	24.1780	18.6046	12.1416
8035	NC_060182.1	101020560	8.7084	42.5894	32.4344	25.7659	19.7992	12.8798
8035	NC_060183.1	88157483	8.8266	43.1411	32.8685	26.1573	20.1707	13.2123
8035	NC_060184.1	86172198	8.3736	42.8095	32.4431	25.6521	19.6043	12.6235
8035	NC_060185.1	102694786	7.8657	39.5973	29.8486	23.6185	18.1566	11.8880
8035	NC_060186.1	84819153	8.5114	38.6915	29.5086	23.6660	18.5126	12.5370
8035	NC_060187.1	85609528	9.3388	45.0013	34.8896	28.2863	22.3286	15.2129
8035	NC_060188.1	100482852	9.0636	44.7598	34.9128	28.4859	22.7013	15.7476
8035	NC_060189.1	59070424	8.8928	46.7334	35.9136	28.7748	22.3774	14.8554
8035	NC_060190.1	83923786	8.4617	43.5787	33.6457	27.1681	21.3136	14.3865
8035	NC_060191.1	80794599	8.0634	40.9928	31.3163	25.2513	19.9295	13.6401
8035	NC_060192.1	45742288	8.2760	41.0194	30.9207	24.4642	18.7881	12.2940
8035	NC_060193.1	60884844	9.1058	38.8265	29.6391	23.8618	18.7890	12.8750
8035	NC_060194.1	52623370	8.7030	43.0274	33.0154	26.4070	20.4344	13.4152
8035	NC_060195.1	72202100	7.9124	37.9273	28.7335	22.9664	17.8998	12.0161
8035	NC_060196.1	66433064	8.3921	40.9824	31.4297	25.3672	19.9972	13.7252
8035	NC_060197.1	51769365	8.6839	41.6609	31.7866	25.5202	20.0077	13.5902
8035	NC_060198.1	44229230	10.2126	44.9455	35.5207	29.7868	24.7007	18.3453
8035	NC_060199.1	3279969	8.0460	34.6741	25.9020	20.3832	15.7018	10.5005
8035	NW_025744369.1	100000	9.0795	56.4820	43.4380	34.3120	26.0080	16.9340
8035	NW_025744370.1	50000	7.2442	18.2920	14.2020	11.8700	9.7020	8.1340
8035	NW_025744371.1	250000	6.3598	36.3160	28.0684	22.4820	17.2596	10.6356
8035	NW_025744372.1	400000	7.9759	47.8693	35.7440	27.8675	20.8083	13.0985
8035	NW_025744373.1	11770	0.4585	4.1206	1.1555	0.5862	0.0000	0.0000
8035	NW_025744374.1	11766	1.2709	9.1195	3.9011	3.3146	2.8472	2.4817
8035	NW_025744375.1	11758	4.2679	6.2596	5.1965	4.8733	4.6436	4.0823
8035	NW_025744376.1	11714	4.9151	32.9947	22.4432	15.7504	11.4222	7.4014
8035	NW_025744377.1	11704	0.9005	7.6384	4.3062	2.1275	1.2133	0.5554
8035	NW_025744378.1	11684	2.5120	7.0353	5.5717	4.4163	3.3807	3.1496
8035	NW_025744379.1	11682	4.1081	34.3606	25.6206	18.0534	11.0512	4.7851
8035	NW_025744380.1	11680	0.3321	3.3904	1.5325	0.8818	0.2825	0.0000
8035	NW_025744381.1	11677	1.2144	8.9663	4.3676	2.2609	1.7128	1.4730
8035	NW_025744382.1	11657	0.4507	3.5429	1.1324	0.9608	0.3002	0.0000
8035	NW_025744383.1	11584	0.2899	1.7265	0.5352	0.3021	0.0000	0.0000
8035	NW_025744384.1	11582	0.5778	2.4866	2.1931	2.0981	1.4074	1.3728
8035	NW_025744385.1	11567	4.4073	13.2446	9.7865	7.9537	5.9047	5.0056
8035	NW_025744386.1	11552	1.3722	13.8158	7.4879	4.5533	1.9910	1.0042
8035	NW_025744387.1	11517	8.1717	47.0348	39.0293	31.5186	24.2077	13.1284
