Sample	Chromosome	Total_bases	Mean_depth	Percent_5x	Percent_8x	Percent_10x	Percent_12x	Percent_15x
8034	NC_010959.1	16785	471.9413	100.0000	100.0000	99.9940	99.9940	99.9940
8034	NC_060173.1	121242117	14.5304	85.3724	77.2837	69.9568	61.3264	47.0336
8034	NC_060174.1	112602575	14.6214	86.1455	78.0692	70.7330	62.0550	47.6092
8034	NC_060175.1	109001000	14.9856	84.5488	76.3804	69.1184	60.6432	46.6243
8034	NC_060176.1	86901846	14.8459	84.7026	76.6361	69.4000	60.8968	46.8607
8034	NC_060177.1	97899794	13.9808	80.8674	72.2326	64.9730	56.7195	43.4213
8034	NC_060178.1	107529014	14.0725	84.7130	76.2408	68.7624	60.0351	45.6959
8034	NC_060179.1	89516582	13.9139	81.9348	73.2172	65.7895	57.2760	43.5176
8034	NC_060180.1	79710677	14.5676	84.7603	76.5613	69.3127	60.7948	46.6801
8034	NC_060181.1	100203093	13.7325	79.9535	71.0321	63.6424	55.2823	41.8851
8034	NC_060182.1	101020560	13.8020	80.8033	72.1564	64.8543	56.5029	42.9357
8034	NC_060183.1	88157483	14.1016	81.9187	73.2326	65.8332	57.3386	43.6090
8034	NC_060184.1	86172198	13.7343	81.9663	73.3254	65.9223	57.3901	43.5623
8034	NC_060185.1	102694786	13.0456	79.0716	69.9713	62.4996	54.1275	40.8575
8034	NC_060186.1	84819153	13.5595	79.2325	70.3894	63.0862	54.8411	41.7798
8034	NC_060187.1	85609528	13.8207	81.9237	73.4177	66.1249	57.7150	44.0604
8034	NC_060188.1	100482852	14.6847	83.2087	74.8885	67.7511	59.4862	45.9773
8034	NC_060189.1	59070424	14.5886	83.8162	75.3495	67.9822	59.3929	45.3017
8034	NC_060190.1	83923786	14.7551	82.4183	74.1158	66.9952	58.7390	45.2473
8034	NC_060191.1	80794599	12.9347	78.5708	69.3958	61.9948	53.7759	40.7582
8034	NC_060192.1	45742288	13.1032	80.1942	71.3724	63.9030	55.4173	41.8092
8034	NC_060193.1	60884844	13.2468	79.1674	70.3026	62.9495	54.6399	41.4622
8034	NC_060194.1	52623370	14.0765	82.1195	73.6360	66.3480	57.9526	44.2435
8034	NC_060195.1	72202100	13.1610	77.0003	68.0843	60.8506	52.7507	39.9541
8034	NC_060196.1	66433064	13.4837	79.3032	70.5207	63.2866	55.1462	42.1992
8034	NC_060197.1	51769365	13.6127	79.2009	70.3489	63.0237	54.7651	41.5856
8034	NC_060198.1	44229230	15.2724	83.8523	75.5490	68.4257	60.2439	46.8490
8034	NC_060199.1	3279969	19.1418	87.3036	78.2678	70.6855	62.2556	49.5372
8034	NW_025744369.1	100000	15.0142	92.7900	85.2650	77.5170	68.0630	51.0640
8034	NW_025744370.1	50000	5.0884	31.8560	26.6340	22.9720	19.1140	13.6520
8034	NW_025744371.1	250000	13.8259	79.2204	70.8536	63.6600	55.6496	43.2936
8034	NW_025744372.1	400000	13.9312	86.4880	78.2445	70.7643	61.6058	46.2473
8034	NW_025744373.1	11770	2.8517	22.8122	10.4588	8.1223	6.7799	5.3356
8034	NW_025744374.1	11766	7.6249	54.5470	40.0221	31.1236	25.4037	17.1681
8034	NW_025744375.1	11758	1.6280	12.4936	5.5537	3.1808	2.3558	1.6159
8034	NW_025744376.1	11714	7.2558	50.0341	34.9155	29.5117	23.1091	17.2272
8034	NW_025744377.1	11704	5.8846	39.6702	29.0072	24.8889	20.9074	14.5591
8034	NW_025744378.1	11684	2.0591	17.6823	6.5389	3.2266	2.5248	1.5320
8034	NW_025744379.1	11682	5.3185	49.3751	29.4556	17.4713	12.2496	6.6941
8034	NW_025744380.1	11680	1.5808	13.5445	7.2860	5.3082	3.9555	1.7637
8034	NW_025744381.1	11677	5.9757	50.3211	30.5815	21.7607	16.7851	7.9729
8034	NW_025744382.1	11657	0.7902	6.9915	1.8101	0.3174	0.0000	0.0000
8034	NW_025744383.1	11584	0.1018	1.1827	0.0000	0.0000	0.0000	0.0000
