Sample	Chromosome	Total_bases	Mean_depth	Percent_5x	Percent_8x	Percent_10x	Percent_12x	Percent_15x
8038	NC_010959.1	16785	1074.3753	100.0000	100.0000	100.0000	100.0000	100.0000
8038	NC_060173.1	121242117	14.8300	86.7692	80.4731	73.9460	65.1470	48.8580
8038	NC_060174.1	112602575	14.8945	87.5350	81.2636	74.6849	65.7871	49.3230
8038	NC_060175.1	109001000	15.1946	85.7524	79.2719	72.7147	64.0132	48.0111
8038	NC_060176.1	86901846	15.0488	85.9625	79.5878	73.1015	64.4409	48.4692
8038	NC_060177.1	97899794	14.1325	82.2723	75.2617	68.6991	60.3177	45.3742
8038	NC_060178.1	107529014	14.1977	86.2747	79.5510	72.7917	63.8470	47.4682
8038	NC_060179.1	89516582	13.9635	83.3160	76.2609	69.4915	60.7379	44.9870
8038	NC_060180.1	79710677	14.4274	86.1148	79.4366	72.7448	63.8618	47.5674
8038	NC_060181.1	100203093	13.9279	81.3568	74.0735	67.2976	58.6856	43.3446
8038	NC_060182.1	101020560	13.6797	82.3196	75.3044	68.6194	59.9549	44.3699
8038	NC_060183.1	88157483	14.0623	83.4546	76.2853	69.4612	60.6692	44.8817
8038	NC_060184.1	86172198	13.7366	83.4202	76.3880	69.6019	60.7922	44.9136
8038	NC_060185.1	102694786	13.1445	80.6284	73.2211	66.4351	57.9110	42.8480
8038	NC_060186.1	84819153	13.5851	80.7041	73.4737	66.8014	58.3622	43.4549
8038	NC_060187.1	85609528	13.7740	83.5200	76.6073	69.9095	61.1577	45.3284
8038	NC_060188.1	100482852	14.6224	84.7877	78.1100	71.5489	62.9887	47.4332
8038	NC_060189.1	59070424	14.1544	85.2440	78.4702	71.7430	62.8618	46.6028
8038	NC_060190.1	83923786	14.9330	84.0040	77.1435	70.5077	61.9047	46.3541
8038	NC_060191.1	80794599	13.0403	80.1556	72.9437	66.2692	57.8165	42.8882
8038	NC_060192.1	45742288	13.0442	81.5213	74.1980	67.3836	58.6943	43.2553
8038	NC_060193.1	60884844	13.2170	80.4977	73.2305	66.4741	57.8950	42.7853
8038	NC_060194.1	52623370	14.0847	83.5348	76.6083	69.9185	61.2333	45.4830
8038	NC_060195.1	72202100	13.0793	78.4136	71.0038	64.3612	56.0787	41.4993
8038	NC_060196.1	66433064	13.3889	80.7828	73.4998	66.8378	58.4304	43.5607
8038	NC_060197.1	51769365	13.5897	80.5886	73.3074	66.5805	58.0357	42.8779
8038	NC_060198.1	44229230	15.0630	85.2059	78.4011	71.7591	63.1805	47.7394
8038	NC_060199.1	3279969	16.6529	85.8377	78.6772	71.8792	63.1979	47.4015
8038	NW_025744369.1	100000	17.4998	94.8970	90.2640	84.2890	76.5400	61.9470
8038	NW_025744370.1	50000	5.2333	31.5600	27.8000	24.8600	21.7260	16.6700
8038	NW_025744371.1	250000	14.4322	82.5852	76.9332	70.4984	62.2848	47.2108
8038	NW_025744372.1	400000	13.9951	87.9562	81.9578	75.1917	65.8400	48.1472
