Sample	Chromosome	Total_bases	Mean_depth	Percent_5x	Percent_8x	Percent_10x	Percent_12x	Percent_15x
8168	NC_010959.1	16785	776.3744	100.0000	100.0000	100.0000	100.0000	99.9940
8168	NC_060173.1	121242117	14.5644	86.7441	80.2684	73.3951	64.1138	47.1670
8168	NC_060174.1	112602575	14.6776	87.5766	81.1358	74.2354	64.8525	47.6793
8168	NC_060175.1	109001000	14.9942	85.8242	79.2626	72.4923	63.3887	46.8504
8168	NC_060176.1	86901846	14.9368	86.0008	79.5154	72.7905	63.7923	47.2939
8168	NC_060177.1	97899794	14.0037	82.2691	75.1869	68.4370	59.7231	44.3028
8168	NC_060178.1	107529014	14.0287	86.3311	79.3802	72.2373	62.8048	45.8130
8168	NC_060179.1	89516582	13.8110	83.3474	76.1766	69.1273	59.9223	43.5390
8168	NC_060180.1	79710677	14.3133	86.1444	79.4251	72.4536	63.1086	46.1177
8168	NC_060181.1	100203093	13.9711	81.4506	74.0917	67.0803	58.0555	42.1807
8168	NC_060182.1	101020560	13.5171	82.2582	75.1742	68.2499	59.2671	43.2141
8168	NC_060183.1	88157483	13.9750	83.4489	76.2266	69.1342	59.9424	43.6465
8168	NC_060184.1	86172198	13.6795	83.5197	76.3520	69.2883	60.0318	43.5956
8168	NC_060185.1	102694786	13.1812	80.7167	73.3288	66.3508	57.4792	41.9273
8168	NC_060186.1	84819153	13.4896	80.6883	73.3066	66.3518	57.5386	42.0892
8168	NC_060187.1	85609528	13.6810	83.3180	76.2826	69.3495	60.3346	44.1549
8168	NC_060188.1	100482852	14.5206	84.7509	78.0158	71.2400	62.2983	46.1592
8168	NC_060189.1	59070424	13.9907	85.0740	78.1349	71.1030	61.7917	45.0144
8168	NC_060190.1	83923786	14.8276	83.9359	76.9336	70.0393	61.0096	44.9293
8168	NC_060191.1	80794599	13.0050	80.0918	72.8084	65.9684	57.2237	41.8321
8168	NC_060192.1	45742288	13.0261	81.8113	74.4434	67.3542	58.1809	42.1238
8168	NC_060193.1	60884844	13.1642	80.6843	73.2386	66.2016	57.2127	41.5215
