Sample	Chromosome	Total_bases	Mean_depth	Percent_5x	Percent_8x	Percent_10x	Percent_12x	Percent_15x
8035	NC_010959.1	16785	173.2940	87.4114	85.2368	84.4504	83.7772	82.3235
8035	NC_060173.1	121242117	7.8216	42.4553	30.4894	23.2138	17.1931	10.9361
8035	NC_060174.1	112602575	8.2630	44.4448	32.1315	24.5057	18.1775	11.5328
8035	NC_060175.1	109001000	8.0209	42.8355	30.9139	23.5792	17.5027	11.1260
8035	NC_060176.1	86901846	8.3798	45.4193	33.3974	26.0408	19.8412	13.0583
8035	NC_060177.1	97899794	8.0840	40.2267	29.1196	22.5187	17.0547	11.1854
8035	NC_060178.1	107529014	7.6668	42.0664	30.2075	22.9865	17.0324	10.8120
8035	NC_060179.1	89516582	7.5945	40.7239	29.1158	22.1241	16.3699	10.3874
8035	NC_060180.1	79710677	8.3853	45.2236	32.8663	25.2205	18.8028	11.9497
8035	NC_060181.1	100203093	7.4710	39.4338	28.2062	21.4788	15.9523	10.2068
8035	NC_060182.1	101020560	8.1687	41.6007	29.8893	22.7372	16.8318	10.6814
8035	NC_060183.1	88157483	8.1362	41.9753	30.1639	23.0275	17.1301	10.9527
8035	NC_060184.1	86172198	7.8621	41.7186	29.7877	22.5695	16.6177	10.4664
8035	NC_060185.1	102694786	7.4630	38.8264	27.7321	21.1431	15.7455	10.1116
8035	NC_060186.1	84819153	7.9741	37.8978	27.4033	21.2331	16.1450	10.7328
8035	NC_060187.1	85609528	8.6171	44.0953	32.4017	25.3005	19.3139	12.7877
8035	NC_060188.1	100482852	8.3102	43.6059	32.2257	25.3502	19.5684	13.2067
8035	NC_060189.1	59070424	8.3244	45.4944	33.0232	25.4394	19.1126	12.3357
8035	NC_060190.1	83923786	7.9192	42.4690	31.0270	24.0855	18.2779	12.0278
8035	NC_060191.1	80794599	7.6477	40.4252	29.3823	22.9228	17.5784	11.7389
8035	NC_060192.1	45742288	7.6175	40.0513	28.4836	21.6430	16.0920	10.3681
8035	NC_060193.1	60884844	8.5315	38.3158	27.7092	21.5570	16.5139	11.0721
8035	NC_060194.1	52623370	8.2137	41.6763	30.0889	23.0508	17.2025	11.0052
8035	NC_060195.1	72202100	7.4782	37.2425	26.7373	20.6066	15.5753	10.2338
8035	NC_060196.1	66433064	7.8342	40.1651	29.1723	22.7369	17.4333	11.6990
8035	NC_060197.1	51769365	8.7769	41.1486	29.8512	23.1607	17.6317	11.7004
8035	NC_060198.1	44229230	9.3650	44.0260	33.4524	27.3286	22.1083	15.9341
8035	NC_060199.1	3279969	7.7261	33.8397	23.9131	18.2170	13.7719	9.2031
8035	NW_025744369.1	100000	8.3159	54.2700	39.2270	29.5660	21.4500	13.1850
8035	NW_025744370.1	50000	6.3209	24.4460	16.2440	12.8740	10.8040	8.3760
8035	NW_025744371.1	250000	5.9208	36.5284	25.3460	19.0780	14.2488	8.8904
8035	NW_025744372.1	400000	6.9432	46.6003	32.7185	24.6322	18.0780	11.1638
8035	NW_025744373.1	11770	0.8274	2.4384	1.1045	0.8666	0.8666	0.8496
8035	NW_025744374.1	11766	2.4900	9.0940	4.8530	3.7481	3.2551	2.5157
8035	NW_025744375.1	11758	5.5479	7.0930	4.8903	4.8052	4.3460	3.7251
8035	NW_025744376.1	11714	5.2732	33.9081	21.1286	16.0321	12.7454	8.7588
8035	NW_025744377.1	11704	0.8014	7.5871	3.2040	1.8968	1.2047	0.6408
8035	NW_025744378.1	11684	3.6118	9.8083	4.8699	3.8771	3.4577	2.7987
8035	NW_025744379.1	11682	3.3094	27.3241	17.2830	10.1695	7.3874	3.2871
8035	NW_025744380.1	11680	0.2580	2.7911	0.5308	0.0000	0.0000	0.0000
8035	NW_025744381.1	11677	1.5203	11.7838	5.7378	4.3676	2.7147	1.9183
8035	NW_025744382.1	11657	0.7864	3.6973	2.2476	2.0417	1.8701	1.4669
8035	NW_025744383.1	11584	0.9133	6.6126	1.9510	1.1050	0.5784	0.5784
8035	NW_025744384.1	11582	0.6387	3.1687	1.6318	1.3037	1.2433	1.1224
8035	NW_025744385.1	11567	3.1222	12.8469	8.7663	6.9854	6.3629	5.1785
8035	NW_025744386.1	11552	1.0039	7.2282	2.7787	2.0949	1.0648	0.7791
8035	NW_025744387.1	11517	7.4798	42.5892	30.7545	23.7041	16.5494	9.3948
8035	NW_025744388.1	11448	0.8948	6.7785	3.1971	2.3672	1.8868	1.0133
8035	NW_025744389.1	11443	1.4556	8.9574	5.4706	3.1985	2.9188	1.9226
8035	NW_025744390.1	11423	1.5703	13.0614	5.7953	4.4822	2.9239	2.2061
8035	NW_025744391.1	11407	2.9009	26.2383	9.8624	2.7615	0.9731	0.2981
8035	NW_025744392.1	11389	1.9989	9.0614	5.4351	4.2585	3.4419	2.8800
8035	NW_025744393.1	11375	1.8077	13.3451	7.7363	5.7143	4.1582	1.4242
8035	NW_025744394.1	11354	0.8952	7.5480	3.0298	1.6998	1.1450	0.0705
8035	NW_025744395.1	11351	4.9516	22.2624	12.1663	7.1447	4.7397	2.8368
8035	NW_025744396.1	550000	8.1080	46.4760	32.5731	24.2822	17.6389	10.7791
8035	NW_025744397.1	100000	6.0220	43.8130	30.0730	22.0900	16.5020	9.8630
8035	NW_025744398.1	11254	1.9045	7.4640	5.8468	4.9760	4.5762	4.2740
8035	NW_025744399.1	11177	0.6448	4.5808	1.1273	0.8947	0.8500	0.7426
8035	NW_025744400.1	11141	5.3047	9.2721	5.5561	5.2060	4.1558	3.0877
8035	NW_025744401.1	11140	0.9952	7.7110	4.1293	3.1777	2.0467	1.3106
8035	NW_025744402.1	11120	3.2126	20.0809	11.3489	7.8777	5.6115	3.8489
8035	NW_025744403.1	11111	4.6492	14.6701	10.1071	8.4961	6.6601	5.6341
8035	NW_025744404.1	11079	0.4058	4.8019	1.8955	0.8755	0.3069	0.0000
8035	NW_025744405.1	11076	1.9298	6.8888	5.2456	4.4150	3.3586	3.1780
8035	NW_025744406.1	11074	2.9604	20.0650	10.5292	7.4228	5.5535	3.4856
8035	NW_025744407.1	11056	0.5973	4.8571	1.6371	1.4291	0.9226	0.1719
8035	NW_025744408.1	11045	0.1624	0.9235	0.2082	0.0000	0.0000	0.0000
8035	NW_025744409.1	11044	5.5496	20.7171	15.6465	13.4734	11.1916	7.9681
8035	NW_025744410.1	11032	1.0626	4.1969	1.7676	1.5228	1.2690	1.0968
8035	NW_025744411.1	11019	3.3131	15.9361	11.5437	9.7922	8.3946	6.2075
8035	NW_025744412.1	11019	2.1140	17.0977	9.8194	6.3164	5.0821	3.0947
8035	NW_025744413.1	10942	4.0228	7.5672	3.5825	2.3579	1.8918	1.7364
8035	NW_025744414.1	10941	0.6002	2.5318	1.5629	1.4807	1.4350	1.3344
8035	NW_025744415.1	10937	0.7868	5.9431	0.9783	0.3292	0.0000	0.0000
8035	NW_025744416.1	10917	3.8095	7.5021	5.5052	4.7357	4.4518	3.7373
8035	NW_025744417.1	10882	3.0623	20.0147	9.4836	6.1294	5.1645	3.8963
