Sample	Chromosome	Total_bases	Mean_depth	Percent_5x	Percent_8x	Percent_10x	Percent_12x	Percent_15x
8034	NC_010959.1	16785	492.2630	100.0000	100.0000	100.0000	99.9940	99.9881
8034	NC_060173.1	121242117	11.2295	83.3205	68.2339	55.7944	43.0466	26.3486
8034	NC_060174.1	112602575	11.2181	83.6953	68.5966	56.0692	43.1630	26.2901
8034	NC_060175.1	109001000	11.6038	82.6539	67.6148	55.3139	42.7727	26.3858
8034	NC_060176.1	86901846	11.4350	82.8470	67.8238	55.4646	42.8421	26.3781
8034	NC_060177.1	97899794	10.8497	78.9890	63.8238	51.9242	40.0040	24.6640
8034	NC_060178.1	107529014	10.7162	82.0883	66.5671	53.9659	41.1709	24.5879
8034	NC_060179.1	89516582	10.6891	79.6158	63.9703	51.6166	39.2620	23.4101
8034	NC_060180.1	79710677	10.9765	81.6969	66.4992	54.1465	41.5477	25.0908
8034	NC_060181.1	100203093	10.5174	77.8547	62.1517	50.0678	38.0658	22.6997
8034	NC_060182.1	101020560	10.5265	78.4476	62.8690	50.7166	38.5817	23.0125
8034	NC_060183.1	88157483	10.6983	79.1236	63.5236	51.2677	39.0271	23.3298
8034	NC_060184.1	86172198	10.6412	79.4970	63.8801	51.5724	39.2411	23.3544
8034	NC_060185.1	102694786	10.0948	77.1704	61.4072	49.3318	37.4123	22.2945
8034	NC_060186.1	84819153	10.4455	77.0216	61.6471	49.8214	38.0934	23.1286
8034	NC_060187.1	85609528	10.5929	79.9252	64.4492	52.1679	39.8299	23.8925
8034	NC_060188.1	100482852	11.0933	80.4733	65.3709	53.3876	41.3018	25.5458
8034	NC_060189.1	59070424	11.0277	81.0422	65.4827	53.0001	40.4018	24.1311
8034	NC_060190.1	83923786	11.1464	79.6839	64.6419	52.6425	40.5301	24.7885
8034	NC_060191.1	80794599	10.0506	77.0090	61.0898	49.0969	37.3490	22.4241
8034	NC_060192.1	45742288	10.0047	77.6510	61.8563	49.6678	37.6347	22.2796
8034	NC_060193.1	60884844	10.1966	77.0426	61.4315	49.4910	37.6797	22.6065
8034	NC_060194.1	52623370	10.6024	79.0513	63.7336	51.5833	39.3145	23.5134
8034	NC_060195.1	72202100	10.1869	75.3511	59.7859	48.1249	36.6374	22.0804
8034	NC_060196.1	66433064	10.3373	77.2233	61.8475	50.0487	38.3433	23.4317
8034	NC_060197.1	51769365	10.5507	77.5020	61.9507	49.9902	38.1485	23.0567
8034	NC_060198.1	44229230	11.5237	81.0916	66.0467	54.1258	42.1724	26.6170
8034	NC_060199.1	3279969	14.2566	83.2622	68.0941	56.6831	45.3411	30.7072
8034	NW_025744369.1	100000	10.8272	87.7210	70.5730	56.5840	41.9710	24.1030
