Sample	Chromosome	Total_bases	Mean_depth	Percent_5x	Percent_8x	Percent_10x	Percent_12x	Percent_15x
8038	NC_010959.1	16785	1418.9420	100.0000	100.0000	100.0000	100.0000	100.0000
8038	NC_060173.1	121242117	14.8266	89.9769	82.8588	75.0817	64.5784	45.8555
8038	NC_060174.1	112602575	14.7867	90.3436	83.2875	75.4708	64.8908	45.9576
8038	NC_060175.1	109001000	15.3035	89.2215	82.0029	74.2674	63.8850	45.4532
8038	NC_060176.1	86901846	15.0515	89.4587	82.3220	74.5875	64.1784	45.7124
8038	NC_060177.1	97899794	14.2054	86.0444	78.1303	70.3659	60.3394	42.9648
8038	NC_060178.1	107529014	13.9320	89.2857	81.6519	73.5672	62.8169	43.8531
8038	NC_060179.1	89516582	13.8382	87.1922	79.0130	70.8031	60.1777	41.8046
8038	NC_060180.1	79710677	14.0260	88.8215	81.1747	73.1301	62.4491	43.6160
8038	NC_060181.1	100203093	13.7732	85.5698	77.0011	68.7848	58.3469	40.4860
8038	NC_060182.1	101020560	13.5148	86.1747	77.9731	69.8321	59.3187	41.1006
8038	NC_060183.1	88157483	13.8414	86.8030	78.5355	70.3210	59.7301	41.4350
8038	NC_060184.1	86172198	13.6571	87.0475	78.8891	70.7026	60.0683	41.6192
8038	NC_060185.1	102694786	13.1413	85.1061	76.5275	68.3619	58.0358	40.3781
8038	NC_060186.1	84819153	13.5422	84.7697	76.3461	68.3256	58.1841	40.8469
8038	NC_060187.1	85609528	13.6825	87.5882	79.5730	71.4283	60.8564	42.4435
8038	NC_060188.1	100482852	14.2564	87.8272	80.0587	72.1552	61.8198	43.7945
8038	NC_060189.1	59070424	13.8866	88.4335	80.6317	72.5139	61.7555	42.8918
8038	NC_060190.1	83923786	14.6433	87.0582	79.1142	71.1518	60.8002	42.8377
8038	NC_060191.1	80794599	13.1392	85.1737	76.7207	68.5928	58.2711	40.6425
8038	NC_060192.1	45742288	12.8633	85.2343	76.6945	68.4372	57.9430	39.9856
8038	NC_060193.1	60884844	13.1283	84.6766	76.0653	67.8571	57.4973	39.8818
8038	NC_060194.1	52623370	13.6727	86.6158	78.3869	70.1934	59.6143	41.3036
8038	NC_060195.1	72202100	13.1264	83.1913	74.4492	66.3519	56.2727	39.2668
8038	NC_060196.1	66433064	13.2944	84.9707	76.5115	68.4195	58.2242	40.9116
8038	NC_060197.1	51769365	13.6456	85.0402	76.6691	68.6124	58.3072	40.6501
8038	NC_060198.1	44229230	14.7568	88.3307	80.4924	72.6075	62.3561	44.5687
8038	NC_060199.1	3279969	15.9982	87.6380	79.5644	71.4853	61.0169	42.9440
